left_distance_errors,right_distance_errors,left_bearing_errors,right_bearing_errors,ego_cov_list,left_cov_list,right_cov_list,ego_abs_error,left_abs_error,right_abs_error
0.4461131691932678,,0.0,,2.2046082615852356,1.8341561555862427,,0.14422695837208316,0.3263419885132406,
0.4461131691932678,,0.0,,2.2046082615852356,1.8341561555862427,,0.14422695837208316,0.3263419885132406,
0.4461131691932678,,0.0,,2.2046082615852356,1.8341561555862427,,0.14422695837208316,0.3263419885132406,
0.4546957108410936,,0.0,,2.2040452361106873,1.833724319934845,,0.1442201197023882,0.33424491194174666,
0.4417916996755764,,0.0,,2.182931959629059,1.8399251699447632,,0.14374150983119963,0.32438930999292115,
0.44254066611566145,,0.0,,2.172113060951233,1.8404266834259033,,0.14350170215272137,0.3279916727901395,
0.44522813988311327,,0.0,,2.17169725894928,1.842566728591919,,0.14340212689951368,0.335018426762586,
0.464594862972703,,0.0,,2.190904378890991,1.8780460357666016,,0.14294736935227242,0.363310682241892,
0.4649988306142774,,0.0,,2.2023295164108276,1.9034080505371094,,0.14253358208272335,0.37086722418079027,
0.46638787322424946,,0.0,,2.217306613922119,1.9358400106430054,,0.1421471100193528,0.37965907714435004,
0.4848109612200915,,0.0,,2.24385142326355,1.9824303984642029,,0.14180531563662108,0.403420705284207,
0.49914898977591804,,0.0,,2.283036470413208,2.0315902829170227,,0.14150426406414898,0.42461179186027354,
0.5115941661943069,,0.0,,2.3873168230056763,2.172886848449707,,0.13993616206894022,0.4614542055307929,
0.48403643644652306,,0.0,,2.452393054962158,2.2712231874465942,,0.139527112592417,0.4531703210241512,
0.49789417099735545,,0.0,,2.5304471254348755,2.3870224952697754,,0.1388853478335331,0.47730250620342607,
0.49045062241671644,,0.0,,2.631726384162903,2.525625467300415,,0.1382054684856257,0.48433197246170473,
0.3885611846290118,,6.952255071324479,,11.519887566566467,11.685399413108826,,2.4878048193721627,3.358019558953635,
0.6100168198972611,,0.0,,28.454309463500977,22.876680850982666,,5.210813119607758,4.647891771327431,
0.6136693954192509,,0.0,,28.330527901649475,22.899569272994995,,5.240895193873343,4.654740272046367,
0.6088755657552554,,0.0,,28.19646692276001,22.92553460597992,,5.270034936403901,4.668361452588269,
4.360792718683008,,0.0,,27.053139746189117,45.77392899990082,,5.256060529818013,1.4309366445027247,
4.337140775420188,,0.0,,27.04696238040924,45.65879428386688,,5.2985305747736335,1.4697504004575705,
4.378979265352363,,0.0,,27.053645074367523,45.562079429626465,,5.3379060354678876,1.4370555602239656,
4.406904328257724,,0.007453209922114355,,27.071948528289795,45.5591322183609,,5.358357037275155,1.4153132840661267,
4.423552198109876,,0.02216345838472461,,27.09160155057907,45.56917989253998,,5.378285031384947,1.4163554684832436,
4.438140057883974,,0.023474189408276152,,27.115682065486908,45.57858610153198,,5.3965252177435525,1.4425041376669472,
4.468167196427455,,0.04548652954261907,,27.175356209278107,45.61174404621124,,5.432820081304006,1.45783778428831,
4.484884116558563,,0.05642867974360167,,27.21326583623886,45.63450026512146,,5.450893521995865,1.4333810316106446,
4.505787788768796,,0.055342233819657825,,27.250992715358734,45.67124545574188,,5.47185179673847,1.3962324020386419,
4.521635710008994,,0.003724658080492068,,27.286887645721436,45.70717787742615,,5.489952683857957,1.435545970263244,
4.5361451529314945,,0.0274651257653161,,27.327381253242493,45.7529262304306,,5.507581273019781,1.449901708046805,
4.574545218518841,,0.004368627931006808,,27.39565646648407,45.84299373626709,,5.52647682146305,1.4562103665269144,
4.591399551453176,,0.024744600185113774,,27.764851093292236,46.42039489746094,,5.528306846961317,1.4876819068932225,
4.578536655035077,,0.0200555543988648,,27.863584399223328,46.55655384063721,,5.513961044761255,1.503167870409542,
4.596271405077314,,0.017059745086479276,,27.98384439945221,46.69428753852844,,5.499616880473754,1.5089940918890614,
4.596723795679232,,0.01408178033469518,,28.094583749771118,46.806599736213684,,5.48527661624932,1.5152944109158824,
4.615172539709164,,0.012833440087291214,,28.195157289505005,46.9041793346405,,5.472266264401068,1.5165641749459888,
4.617081417874331,,0.011565396098125796,,28.27614724636078,47.04608476161957,,5.458542025407706,1.5210972416843798,
4.616462053491993,,0.009865731723101328,,28.398694157600403,47.19390904903412,,5.444744273383351,1.5236319144207358,
4.61984256342177,,0.008819467453305585,,28.555452704429626,47.33610224723816,,5.432271066339557,1.5255443479714692,
4.627210319810466,,0.0075338802557496955,,28.856839299201965,47.568119049072266,,5.410688297162511,1.5291564671083864,
4.633336741770897,,0.006399442637985103,,29.26408839225769,47.92926895618439,,5.389518376079166,1.5390315229297313,
4.636759698381496,,0.005534654332422968,,29.48403751850128,48.123504281044006,,5.379590377973735,1.5444553196850126,
4.659627470932705,,0.004514730590253964,,29.73942267894745,48.338619112968445,,5.370300326208264,1.5458427378284898,
4.686822735840238,,0.0035844015264976706,,30.40897226333618,48.93357479572296,,5.352057659587109,1.5561476576205573,
4.689711972278843,,0.002739026078265716,,30.804864168167114,49.2102313041687,,5.343313243516821,1.5689316882176534,
4.695386391613596,,0.0022668104204282623,,31.279805421829224,49.50879120826721,,5.335707881614651,1.5793393385860628,
4.699735008167849,,0.0024411751291412704,,31.791975736618042,49.79707443714142,,5.328824236088324,1.5833870391260443,
4.70329682274577,,0.002205597950942649,,32.332441568374634,50.09099078178406,,5.322490376711998,1.5863196964532862,
4.709931268818366,,0.001475711274198185,,32.90696859359741,50.47546708583832,,5.315920258895685,1.5905581812570422,
4.7181952849392275,,0.0015207640009169013,,33.46266412734985,50.88880956172943,,5.309245637220416,1.5938519438676073,
