left_distance_errors,left_distance_errors_std,right_distance_errors,right_distance_errors_std,left_bearing_errors,left_bearing_errors_std,right_bearing_errors,right_bearing_errors_std,ego_cov_list,ego_cov_list_std,left_cov_list,left_cov_list_std,right_cov_list,right_cov_list_std,ego_abs_error,ego_abs_error_std,left_abs_error,left_abs_error_std,right_abs_error,right_abs_error_std
,,0.17879964308761012,0.2520694568358502,,,0.0856506875329966,0.08936236487809747,1.924687425295512,0.12684368479542416,,,1.9373541673024495,0.29592751056291483,0.2195723826808085,0.02865345233480808,,,0.18207903779926507,0.16283964557397118
,,0.17879964308761012,0.2520694568358502,,,0.0856506875329966,0.08936236487809747,1.924687425295512,0.12684368479542416,,,1.9373541673024495,0.29592751056291483,0.2195723826808085,0.02865345233480808,,,0.18207903779926418,0.16283964557396968
,,0.17879964308761012,0.2520694568358502,,,0.0856506875329966,0.08936236487809747,1.924687425295512,0.12684368479542416,,,1.9373541673024495,0.29592751056291483,0.2195723826808085,0.02865345233480808,,,0.18207903779926507,0.16283964557397118
,,0.17879964308761012,0.2520694568358502,,,0.0856506875329966,0.08936236487809747,1.924687425295512,0.12684368479542416,,,1.9373541673024495,0.29592751056291483,0.2195723826808085,0.02865345233480808,,,0.18207903779926507,0.16283964557397118
,,0.1753237202139388,0.24604902438537876,,,0.0856506875329966,0.08936236487809747,1.924687425295512,0.12684368479542416,,,1.9373541673024495,0.29592751056291483,0.21974423563137968,0.028887496527648854,,,0.1788713443255089,0.15732159427741974
,,0.17034216235067842,0.2374207778391801,,,0.0856506875329966,0.08936236487809747,1.9247596661249797,0.12686973470775312,,,1.937322735786438,0.2959803549502635,0.22067669928779995,0.030176952491056085,,,0.17436491966516088,0.14957412620482888
,,0.17128467326591112,0.23905324201719963,,,0.0856506875329966,0.08936236487809747,1.9250112970670064,0.12696139348573324,,,1.9370960195859273,0.29636153977192775,0.2211335848754031,0.030819959619918992,,,0.17548626210303575,0.15150138840830818
,,0.17953076719288197,0.2533357922362326,,,0.0856506875329966,0.08936236487809747,1.9242701530456543,0.12669553069973455,,,1.9345044493675232,0.30072092779604304,0.2222559250712569,0.0324273765720252,,,0.18457474072962787,0.16713462550877795
,,0.18782057544655592,0.26596493413364497,,,0.0859981967659732,0.08932349075786793,1.9275968472162883,0.1279854014360805,,,1.9250356952349346,0.3166794378396735,0.22272016370800007,0.03329333888301229,,,0.19227884850474533,0.1819840603706218
,,0.18361802662765092,0.27498350050364423,,,0.09125642974807567,0.08923009408957451,1.9354062676429749,0.13170793098268704,,,1.9182039896647136,0.3286142231082835,0.22326154126870237,0.03640613693576235,,,0.20047012691971453,0.18240426830562756
,,0.2001953432126697,0.3108999571893838,,,0.09661822858320361,0.09470029770196664,1.9472143650054932,0.13153172518675138,,,1.9309210578600566,0.35320336463417373,0.22322621655574737,0.037142294392782896,,,0.21551044463351052,0.21566840320161978
,,0.21260474798737752,0.3017467501467341,,,0.10043149491681064,0.09782226523917872,1.9703245560328166,0.1452869126635574,,,1.9364580909411113,0.3629509099126977,0.2243798433608126,0.03854509287533662,,,0.2023981418731882,0.22769325554305642
,,0.20690099324447905,0.2875956797070494,,,0.10659186227221129,0.10264756081809101,1.9883261521657307,0.15389432169049805,,,1.9488487839698792,0.3654892365675674,0.22420383603693864,0.04127542878917917,,,0.19041029649635574,0.21720833562287584
,,0.21237245189518458,0.29996411411353446,,,0.11170591234307818,0.10937435535100597,2.0209320386250815,0.1540696477095982,,,1.9797993898391724,0.3805527650809291,0.22532694401458642,0.04455206779240853,,,0.192310244536138,0.22713509390527656
,,0.21774639904887272,0.2940338207219889,,,0.11609884352386844,0.11454354583930434,2.053017338116964,0.17442577711159113,,,2.003511289755503,0.38139662221189957,0.22598507073028515,0.048491689957361576,,,0.19160839466460614,0.2214485950898927
,,0.062077163118781635,0.05093077828648878,,,0.12121152754727756,0.1194549885267124,2.0940096179644265,0.20123673566456107,,,2.033042927583059,0.3756863766208835,0.2791571173863611,0.12800934380641235,,,0.6335670948614005,0.9756429806225251
,,0.11310701900396221,0.12073672202101034,,,0.1320541715371396,0.13234491706669246,7.015443762143453,8.671598360070279,,,3.533275922139486,2.246915914359098,0.5459304776808526,0.5756162355513245,,,0.646716158150555,1.0101179551305854
,,0.1521595135725988,0.16959307039616697,,,0.1373716969756038,0.19427291694910598,9.086859862009684,12.173089852742796,,,3.617469906806946,2.34316782623394,0.22854770624937065,0.06532688363329044,,,1.011544470603448,1.3216186517166915
